,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
2800,569243229138202624,negative,0.6334,Cancelled Flight,0.6334,Southwest,,hoffmanrich,,0,@SouthwestAir flight 4040 atl to lga Cancelled Flightled any suggestions how to get home?,,2015-02-21 13:12:16-08:00,"Long Island, NY",Eastern Time (US & Canada)
4131,569527641025306624,positive,0.6366,,0.0,Delta,,Luessen,,0,@JetBlue Thanks for the personalized customer service! #cannedtweet #autoresponse,,2015-02-22 08:02:25-08:00,"New York, NY",Central Time (US & Canada)
4122,569533479362408448,positive,1.0,,,Delta,,nancyberman_,,0,@JetBlue your customer service agent Bonnie is amazing on the phone she deserves a promotion!!!,,2015-02-22 08:25:37-08:00,• PSU '19 • faith • ,Eastern Time (US & Canada)
212,568607562251108352,neutral,0.6461,,,Virgin America,,AQR415,,0,@VirginAmerica Debbie Baldwin gave a #rockstar performance of the safety demo this evening on VX919 #LAS2SFO #BestCrew #SheRocks,,2015-02-19 19:06:21-08:00,San Francisco,Pacific Time (US & Canada)
209,568630879246901248,neutral,1.0,,,Virgin America,,SSal,,0,@VirginAmerica please contact me about portfolio left on flight VX 27 from JFK to SFO tonite seat 7AM. Need it returned. Call 914-329-0185.,,2015-02-19 20:39:00-08:00,"Dutchess County, NY",Eastern Time (US & Canada)
4475,568644388001337344,neutral,1.0,,,Delta,,Brian_Genest,,0,@JetBlue 108 to Portland Maine,,2015-02-19 21:32:41-08:00,Maine,Eastern Time (US & Canada)
1194,569280157678071808,negative,0.7053,Customer Service Issue,0.3789,United,,hannahcbeck,,0,"@united yes, after landing at 930pm last night. Spoke to 10 baggage claim customer service reps. Finally spoke to one amazing ticket agent.","[35.00595547, -80.89437239]",2015-02-21 15:39:00-08:00,"Hoboken, NJ",Eastern Time (US & Canada)
1012,569521081125629953,negative,1.0,Customer Service Issue,0.6703,United,,bushth07,,0,"@united Found flight after 2.5 hrs. How am I offered a $200 flight voucher 12 hrs before, lose my seat out of neglect, then get nothing?",,2015-02-22 07:36:21-08:00,43206,Eastern Time (US & Canada)
2573,569726038932111360,negative,1.0,Late Flight,0.6108,Southwest,,RyanBeydler,,0,"@SouthwestAir you're right, I do. I've been traveling all day and you guys dropped the ball. Making for a long night.",,2015-02-22 21:10:47-08:00,Nashville & Memphis,Central Time (US & Canada)
2397,570250780252504064,negative,1.0,Customer Service Issue,0.3533,Southwest,,Shan_Lyn,,0,@SouthwestAir NOR @SpiritAirlines fly to Toronto?!?!? You're killing me smalls.......,,2015-02-24 07:55:55-08:00,"InMyFeelings, IL",Central Time (US & Canada)
6331,567721806040031232,negative,1.0,Cancelled Flight,0.6511,US Airways,,DaFuente,,0,"@USAirways I’ve had my flight Cancelled Flightled twice now, and after 5 minutes of automated questions, the phone just goes to a busy signal. Help?",,2015-02-17 08:26:40-08:00,"Atlanta, GA",Eastern Time (US & Canada)
2865,569165378359656448,negative,1.0,Flight Booking Problems,0.3551,Southwest,,jeffreyfields,,0,@SouthwestAir this is ridiculous. It's been 2 hours on hold to rebook Cancelled Flightled flight.,,2015-02-21 08:02:55-08:00,LA // DC // LA,Pacific Time (US & Canada)
4334,568937402837786625,positive,1.0,,,Delta,,misschris715,,0,@JetBlue yes! Terra blue chips were my favorite. :),,2015-02-20 16:57:01-08:00,"los angeles, ca",Pacific Time (US & Canada)
924,569614009369907200,negative,1.0,Can't Tell,0.3603,United,,CDNTravelGuy,,0,@united - 3 of 6 First seats open on UA5097. No upgrades processed. Gate agents @yyz said their too busy. Not cool http://t.co/6KpyhckA9l,,2015-02-22 13:45:37-08:00,Toronto Area,Eastern Time (US & Canada)
2718,569344036256903168,negative,1.0,Customer Service Issue,0.6813,Southwest,,kaylaelainefox,,0,@SouthwestAir been on hold for an hour. I need to rebook my flight that was Cancelled Flighted! #help,,2015-02-21 19:52:50-08:00,"Norfolk, VA",Central Time (US & Canada)
2959,568911099740839936,negative,0.6805,Can't Tell,0.6805,Southwest,,AllenSpencer5,,1,@SouthwestAir = easy and pleasant. @united = difficult and stressful. Learned my lesson.,,2015-02-20 15:12:30-08:00,"Highlands Ranch, CO",Mountain Time (US & Canada)
6341,570306529947193344,negative,0.6449,longlines,0.3339999999999999,American,,TheTPVshow,,0,"@AmericanAir I slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. #slapintheface",,2015-02-24 11:37:27-08:00,MN,Central Time (US & Canada)
2563,569842095483199488,negative,1.0,Flight Attendant Complaints,1.0,Southwest,,Kateria_Nicole,,0,@SouthwestAir Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy,,2015-02-23 04:51:57-08:00,"Atlanta, GA",Eastern Time (US & Canada)
7479,569659556869120000,negative,1.0,Customer Service Issue,0.6593,American,,KaelaMari,,0,"@AmericanAir agents refuse to help, ""too busy"" &amp; need to call advantage#. NO ONE willing to help and apparently being exec plat means ZERO",,2015-02-22 16:46:36-08:00,Corona Del Mar,Pacific Time (US & Canada)
3370,568085970983251968,positive,0.35,,0.0,Southwest,,_dragon_fruit_,,0,@SouthwestAir @love_dragonss LAUREN IM SCREAMING,,2015-02-18 08:33:44-08:00,Boston (sort of),Eastern Time (US & Canada)
7475,569659668412407808,negative,1.0,Late Flight,1.0,American,,agoldenbrown,,0,@AmericanAir I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?,,2015-02-22 16:47:03-08:00,NYCATL,Eastern Time (US & Canada)
3069,568781450146787328,negative,1.0,Bad Flight,1.0,Southwest,,pjfuller,,0,"@southwestair excruciatingly slow internet on SWA flights is now the norm, rather than the exception. Is this being addressed?",,2015-02-20 06:37:19-08:00,10 Miles South of Nowhere,Central Time (US & Canada)
1619,568787202341081088,negative,1.0,Late Flight,0.6754,United,,Eileen429,,0,@united or you'll Cancelled Flight my flight like you just did,"[37.62025528, -122.38832698]",2015-02-20 07:00:11-08:00,"Red Bank, NJ",Central Time (US & Canada)
844,569665258605842434,negative,1.0,Lost Luggage,0.3709,United,,malexcormier,,0,"@united I understand the intention, but it pales in comparison to a day of lost wages for both my wife and I because of the delay.",,2015-02-22 17:09:16-08:00,North,Central Time (US & Canada)
2133,567920067364540416,negative,0.6859999999999999,Flight Booking Problems,0.6859999999999999,United,,GregoryTheGr8,,0,@united are the miles going to be restructured? Help a silver status brotha out! I thought I was winning with you guys until today lol,,2015-02-17 21:34:30-08:00,So Cal,Pacific Time (US & Canada)
7473,569660029093203968,negative,1.0,Cancelled Flight,0.3576,American,,TheJoshAbides,,0,"@AmericanAir I made my flight but then still had no update emails when I landed, no info ever sent on that or second flight. Losing my biz.",,2015-02-22 16:48:29-08:00,New York City,Eastern Time (US & Canada)
7683,569604466757865472,negative,1.0,Cancelled Flight,0.5057,American,,LIGal19,,0,@AmericanAir I have no transportation to and going to some other city and getting to NY sometime on Wed?! I'm sorry that's not gonna cut,,2015-02-22 13:07:42-08:00,"ÜT: 40.881241,-73.107717",Quito
5659,569246373020717057,negative,0.6849,Customer Service Issue,0.6849,US Airways,,LindsaySweeting,,0,@USAirways ...be found when he checks in. Now no info. Please DM me and help me fix this NOW. (3/3),,2015-02-21 13:24:46-08:00,"Asheville, NC",Central Time (US & Canada)
1588,568810180269494272,negative,1.0,Late Flight,1.0,United,,JedediahBila,,1,"@united I will be calling customer service. 2 delayed flights today now, luggage misplaced, a disaster across the board.",,2015-02-20 08:31:29-08:00,"New York City, baby",Eastern Time (US & Canada)
6838,570013289188630529,negative,1.0,Customer Service Issue,1.0,American,,ashritt,,0,@AmericanAir after several miss communications I was able to get to ORD but I am not home yet and not sure I will get there due to her error,,2015-02-23 16:12:13-08:00,"Iowa City, IA",Eastern Time (US & Canada)
3841,569942703494070272,positive,0.3499,,0.0,Delta,,SeanUppercut,,0,"""LOL you guys are so on it"" - me, had this been 4 months ago...“@JetBlue: Our fleet's on fleek. http://t.co/LYcARlTFHl”",,2015-02-23 11:31:44-08:00,"Detroit, MI",Quito
2080,568072136192966656,neutral,0.6366,,,United,,rabbijfranklin,,0,"@united yes, would love an upgrade or voucher,  please give me a call 9148445695",,2015-02-18 07:38:46-08:00,Needham,Atlantic Time (Canada)
505,570022345424834560,negative,1.0,Late Flight,0.6559,United,,hefeman,,0,@united has made my no fly list. Other airlines wait when connector Late Flight. Stuck in IAH.,,2015-02-23 16:48:12-08:00,Austin,Central Time (US & Canada)
1404,568964028669800448,positive,1.0,,,United,,AmaniHardrict,,0,@united Looking forward to flying with you guys as well !!,,2015-02-20 18:42:49-08:00,TRACK ,Atlantic Time (Canada)
3620,567723534344933376,negative,1.0,Late Flight,1.0,Southwest,,deantak,,0,@SouthwestAir discount for three delays?,,2015-02-17 08:33:33-08:00,Silicon Valley,Pacific Time (US & Canada)
3438,567919829589442560,neutral,0.6805,,0.0,Southwest,,MikeLeners,,0,@SouthwestAir my bag was Late Flight-checked and put on a different flight from OAK-&gt;MSY. Having troubles tracking it down. Any help?,,2015-02-17 21:33:33-08:00,"Oakland, CA",Central Time (US & Canada)
127,569247769166266368,negative,0.7053,Bad Flight,0.7053,Virgin America,,wmrrock,,0,@VirginAmerica seats in Row 8 don't recline should mention that on your website #soreback,,2015-02-21 13:30:18-08:00,CT,Eastern Time (US & Canada)
3875,569930252606164993,negative,1.0,Can't Tell,1.0,Delta,,liz_kantor,,0,delete your account @JetBlue,,2015-02-23 10:42:15-08:00,"New Brunswick, NJ",Eastern Time (US & Canada)
5234,569758349354340352,negative,1.0,Can't Tell,0.3748,US Airways,,rossj987,,0,@USAirways But nope!  Apparently this is the way you guys do business!  I guess I'm flying southwest and her blue from now on.,,2015-02-22 23:19:10-08:00,"Washington, D.C.",Eastern Time (US & Canada)
6753,570077431484121088,neutral,0.6509999999999999,,0.0,American,,csckirk,,0,@AmericanAir With snow/ice forecast DFW Tu pm-We am what is change policy on reservations we hold Wed morning? Any leeway??,,2015-02-23 20:27:05-08:00,North Texas,Central Time (US & Canada)
5087,569989322641936385,neutral,1.0,,,US Airways,,VincesViews,,0,@USAirways can you help chairman? I am on flight 686 PHX connect 599 SJC will miss connection can you reroute please.,,2015-02-23 14:36:59-08:00,"San Jose, Ca",Eastern Time (US & Canada)
3509,567813060027772928,negative,1.0,Customer Service Issue,1.0,Southwest,,sjcourson,,0,@SouthwestAir extremely #disappointed with poor the customer service provided after Cancelled Flighting my flight today! #unprofessional,,2015-02-17 14:29:17-08:00,St. Petersburg,Eastern Time (US & Canada)
963,569570477410275328,neutral,1.0,,,United,,AirLabrador,,0,"@united welcome to our world, that's a snow world today. @GooseBayAirport Goose Bay, Labrador, Canada. http://t.co/4kI6Xr67nk",,2015-02-22 10:52:38-08:00,Everywhere,Santiago
4924,567734573464027136,neutral,1.0,,,Delta,,seattleprime,,0,@JetBlue @EllaHenderson Ah! Wish I was there! Good luck!,,2015-02-17 09:17:24-08:00,Seattle,Pacific Time (US & Canada)
4277,569150828952444928,neutral,1.0,,,Delta,,JetBlueNews,,0,@JetBlue Airways Now Covered by Bank of America (JBLU) - Dakota Financial News http://t.co/WOwxhpU5qv,,2015-02-21 07:05:06-08:00,USA,Sydney
7112,569872455377879040,neutral,0.6928,,0.0,American,,jameswester,,0,@AmericanAir No worries. Don't blame you for weather.,,2015-02-23 06:52:35-08:00,DFW,Central Time (US & Canada)
7702,569601354118905859,negative,1.0,Can't Tell,0.3606,American,,ronrisman,,0,@AmericanAir   You neglected to mention the $200 fee per ticket.  I had a medical reason and still have had to jump thru hoops.,,2015-02-22 12:55:20-08:00,New England,Central Time (US & Canada)
4906,567758927111401474,positive,1.0,,,Delta,,vegecomgirl,,0,@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat,,2015-02-17 10:54:11-08:00,New York City,Eastern Time (US & Canada)
2618,569668792265019392,positive,1.0,,,Southwest,,sheiladunagan,,0,@SouthwestAir I miss mine terribly. A +1 for my 30th anniversary would be amazing. It would mean LUV is in the air. #dontmakemebeg,,2015-02-22 17:23:18-08:00,Austin ,Central Time (US & Canada)
3009,568860857326637056,neutral,0.624,,,Southwest,,Normthompsonsr,,0,@SouthwestAir  when is the next flight with free cocktails ?,,2015-02-20 11:52:51-08:00,yuma az,Eastern Time (US & Canada)
3306,568178151173562368,negative,0.6771,Lost Luggage,0.6771,Southwest,,Val_Mack,,0,@SouthwestAir lost my sunglasses &amp; case on a flight 3933 last night - is there a lost &amp; found?,,2015-02-18 14:40:02-08:00,"Washington, DC",Eastern Time (US & Canada)
1945,568213785426726912,negative,1.0,Customer Service Issue,1.0,United,,jamieduchess,,1,@united I mean is there a real live person somewhere I can go and speak to at Newark post security?,,2015-02-18 17:01:38-08:00,London,Amsterdam
3919,569918453722656768,positive,1.0,,,Delta,,bostongarden,,0,@JetBlue Thanks. Used phone instead of computer and it worked!! Thx again!,,2015-02-23 09:55:22-08:00,"Boston, Austin, Kansas City ",Eastern Time (US & Canada)
2222,567811376686637056,negative,0.6957,Customer Service Issue,0.6957,United,,SurveysOnTheGo,,0,@united They couldn't get me first class on any of their flights so I just rebooked myself.,,2015-02-17 14:22:36-08:00,Costa Mesa,Pacific Time (US & Canada)
5674,569234806543929344,negative,1.0,Bad Flight,0.6617,US Airways,,POnions,,0,@USAirways  And now your half assed plane is falling apart. Some one tell my family I love them! #DoBetter http://t.co/UA6doUA34l,,2015-02-21 12:38:48-08:00,"CT, USA",Central Time (US & Canada)
2727,569333637382053889,negative,1.0,Lost Luggage,1.0,Southwest,,scoobydoo9749,,0,@SouthwestAir a week after Valentines day..not feeling the #LUV. Going on 11 hrs @BWI and don't my bags aren't even coming w me.,"[39.1780768, -76.670155]",2015-02-21 19:11:31-08:00,"Tallahassee, FL",America/Chicago
5348,569625053916061696,positive,1.0,,,US Airways,,sleenieto,,1,@USAirways provided the best service for me today! Thank you so much :),,2015-02-22 14:29:30-08:00,Tampa,Eastern Time (US & Canada)
2629,569666708278878208,neutral,1.0,,,Southwest,,FSXPlayer99,,0,@SouthwestAir https://t.co/OQUKSo3s2O subscribe please https://t.co/OQUKSo3s2O,,2015-02-22 17:15:01-08:00,México ,Eastern Time (US & Canada)
7616,569621228048089088,negative,0.7107,Cancelled Flight,0.7107,American,,jmgscott,,0,"@AmericanAir 1491 DEN -&gt; DFW. We don't want to be ticketed on a new flight, just refunded for our Cancelled Flighted flight.",,2015-02-22 14:14:18-08:00,"Dallas, TX",Central Time (US & Canada)
5475,569528410684461057,negative,1.0,Customer Service Issue,0.6558,US Airways,,bhick1a,,0,"@USAirways how aggravating, zone 5 boarded, overhead empty but forcing bag check. Better not loose bag again! flt1727 http://t.co/w3XS6TVpZg","[39.87309176, -75.24413798]",2015-02-22 08:05:29-08:00,"Pennsauken, NJ",Eastern Time (US & Canada)
5306,569666926294798338,negative,0.6869,Late Flight,0.6869,US Airways,,crescentmoon01,,0,"@USAirways #fail when the inbound flight arrives after the scheduled outbound departure, and still ""on time"" http://t.co/k0MHZrJF6e",,2015-02-22 17:15:53-08:00,"Alexandria, VA",Eastern Time (US & Canada)
5307,569663278298890241,negative,1.0,Late Flight,1.0,US Airways,,PeterPiatetsky,,0,@USAirways @AmericanAir. delay and mechanical issues on both my weekend flights. Ridiculous. Will tweet as long as we are delayed,,2015-02-22 17:01:24-08:00,Nebraska,Eastern Time (US & Canada)
709,569858231759085571,negative,1.0,Customer Service Issue,1.0,United,,craigsmail,,0,@united current hold time AFTER speaking to rep to have tix reissued is 42 mins - why so long &amp; why not make this option available online?,,2015-02-23 05:56:04-08:00,"Kansas City, USA",Eastern Time (US & Canada)
3123,568573057184473089,positive,1.0,,,Southwest,,destryfields,,0,@SouthwestAir Making Miracles again! The customer service department gave me by far one of the friendliest phone calls ever. #wheelsup,,2015-02-19 16:49:15-08:00,Chicago,Pacific Time (US & Canada)
1970,568189949415170048,negative,1.0,Lost Luggage,1.0,United,,mtezna,,0,"@united Not sure what happened @ MSP yesterday, but VERY UNHAPPY my bag was not only delayed, but sat at MSP for 8 hrs b4 delivery @ 2:30 am",,2015-02-18 15:26:55-08:00,Virginia,Eastern Time (US & Canada)
